"MTU (CET/CEST)","Day-ahead Price [Currency/MWh]","Currency","BZN|PL"
"01.01.2017 00:00 - 01.01.2017 01:00","24.03","EUR"
"01.01.2017 01:00 - 01.01.2017 02:00","24.03","EUR"
"01.01.2017 02:00 - 01.01.2017 03:00","24.02","EUR"
"01.01.2017 03:00 - 01.01.2017 04:00","23.04","EUR"
"01.01.2017 04:00 - 01.01.2017 05:00","18.87","EUR"
"01.01.2017 05:00 - 01.01.2017 06:00","18.22","EUR"
"01.01.2017 06:00 - 01.01.2017 07:00","16.15","EUR"
"01.01.2017 07:00 - 01.01.2017 08:00","16.16","EUR"
"01.01.2017 08:00 - 01.01.2017 09:00","16.17","EUR"
"01.01.2017 09:00 - 01.01.2017 10:00","18.00","EUR"
"01.01.2017 10:00 - 01.01.2017 11:00","20.73","EUR"
"01.01.2017 11:00 - 01.01.2017 12:00","25.76","EUR"
"01.01.2017 12:00 - 01.01.2017 13:00","25.80","EUR"
"01.01.2017 13:00 - 01.01.2017 14:00","25.84","EUR"
"01.01.2017 14:00 - 01.01.2017 15:00","25.85","EUR"
"01.01.2017 15:00 - 01.01.2017 16:00","24.07","EUR"
"01.01.2017 16:00 - 01.01.2017 17:00","29.92","EUR"
"01.01.2017 17:00 - 01.01.2017 18:00","30.26","EUR"
"01.01.2017 18:00 - 01.01.2017 19:00","30.75","EUR"
"01.01.2017 19:00 - 01.01.2017 20:00","30.33","EUR"
"01.01.2017 20:00 - 01.01.2017 21:00","26.70","EUR"
"01.01.2017 21:00 - 01.01.2017 22:00","29.94","EUR"
"01.01.2017 22:00 - 01.01.2017 23:00","29.65","EUR"
"01.01.2017 23:00 - 02.01.2017 00:00","25.76","EUR"
"02.01.2017 00:00 - 02.01.2017 01:00","25.72","EUR"
"02.01.2017 01:00 - 02.01.2017 02:00","19.79","EUR"
"02.01.2017 02:00 - 02.01.2017 03:00","19.10","EUR"
"02.01.2017 03:00 - 02.01.2017 04:00","18.89","EUR"
"02.01.2017 04:00 - 02.01.2017 05:00","20.51","EUR"
"02.01.2017 05:00 - 02.01.2017 06:00","25.71","EUR"
"02.01.2017 06:00 - 02.01.2017 07:00","27.30","EUR"
"02.01.2017 07:00 - 02.01.2017 08:00","31.93","EUR"
"02.01.2017 08:00 - 02.01.2017 09:00","34.87","EUR"
"02.01.2017 09:00 - 02.01.2017 10:00","37.05","EUR"
"02.01.2017 10:00 - 02.01.2017 11:00","37.13","EUR"
"02.01.2017 11:00 - 02.01.2017 12:00","37.73","EUR"
"02.01.2017 12:00 - 02.01.2017 13:00","38.00","EUR"
"02.01.2017 13:00 - 02.01.2017 14:00","37.96","EUR"
"02.01.2017 14:00 - 02.01.2017 15:00","37.55","EUR"
"02.01.2017 15:00 - 02.01.2017 16:00","37.67","EUR"
"02.01.2017 16:00 - 02.01.2017 17:00","39.17","EUR"
"02.01.2017 17:00 - 02.01.2017 18:00","40.01","EUR"
"02.01.2017 18:00 - 02.01.2017 19:00","39.17","EUR"
"02.01.2017 19:00 - 02.01.2017 20:00","38.50","EUR"
"02.01.2017 20:00 - 02.01.2017 21:00","38.25","EUR"
"02.01.2017 21:00 - 02.01.2017 22:00","37.39","EUR"
"02.01.2017 22:00 - 02.01.2017 23:00","32.99","EUR"
"02.01.2017 23:00 - 03.01.2017 00:00","30.94","EUR"
"03.01.2017 00:00 - 03.01.2017 01:00","30.65","EUR"
"03.01.2017 01:00 - 03.01.2017 02:00","30.37","EUR"
"03.01.2017 02:00 - 03.01.2017 03:00","28.93","EUR"
"03.01.2017 03:00 - 03.01.2017 04:00","28.94","EUR"
"03.01.2017 04:00 - 03.01.2017 05:00","29.43","EUR"
"03.01.2017 05:00 - 03.01.2017 06:00","32.24","EUR"
"03.01.2017 06:00 - 03.01.2017 07:00","32.97","EUR"
"03.01.2017 07:00 - 03.01.2017 08:00","35.80","EUR"
"03.01.2017 08:00 - 03.01.2017 09:00","36.78","EUR"
"03.01.2017 09:00 - 03.01.2017 10:00","38.77","EUR"
"03.01.2017 10:00 - 03.01.2017 11:00","41.06","EUR"
"03.01.2017 11:00 - 03.01.2017 12:00","41.32","EUR"
"03.01.2017 12:00 - 03.01.2017 13:00","38.46","EUR"
"03.01.2017 13:00 - 03.01.2017 14:00","37.65","EUR"
"03.01.2017 14:00 - 03.01.2017 15:00","34.65","EUR"
"03.01.2017 15:00 - 03.01.2017 16:00","34.51","EUR"
"03.01.2017 16:00 - 03.01.2017 17:00","35.07","EUR"
"03.01.2017 17:00 - 03.01.2017 18:00","34.94","EUR"
"03.01.2017 18:00 - 03.01.2017 19:00","34.06","EUR"
"03.01.2017 19:00 - 03.01.2017 20:00","32.93","EUR"
"03.01.2017 20:00 - 03.01.2017 21:00","31.80","EUR"
"03.01.2017 21:00 - 03.01.2017 22:00","30.51","EUR"
"03.01.2017 22:00 - 03.01.2017 23:00","25.68","EUR"
"03.01.2017 23:00 - 04.01.2017 00:00","16.70","EUR"
"04.01.2017 00:00 - 04.01.2017 01:00","16.38","EUR"
"04.01.2017 01:00 - 04.01.2017 02:00","16.33","EUR"
"04.01.2017 02:00 - 04.01.2017 03:00","16.32","EUR"
"04.01.2017 03:00 - 04.01.2017 04:00","16.33","EUR"
"04.01.2017 04:00 - 04.01.2017 05:00","16.35","EUR"
"04.01.2017 05:00 - 04.01.2017 06:00","17.22","EUR"
"04.01.2017 06:00 - 04.01.2017 07:00","23.69","EUR"
"04.01.2017 07:00 - 04.01.2017 08:00","30.65","EUR"
"04.01.2017 08:00 - 04.01.2017 09:00","30.75","EUR"
"04.01.2017 09:00 - 04.01.2017 10:00","33.65","EUR"
"04.01.2017 10:00 - 04.01.2017 11:00","33.63","EUR"
"04.01.2017 11:00 - 04.01.2017 12:00","35.87","EUR"
"04.01.2017 12:00 - 04.01.2017 13:00","35.24","EUR"
"04.01.2017 13:00 - 04.01.2017 14:00","36.53","EUR"
"04.01.2017 14:00 - 04.01.2017 15:00","34.15","EUR"
"04.01.2017 15:00 - 04.01.2017 16:00","35.30","EUR"
"04.01.2017 16:00 - 04.01.2017 17:00","37.70","EUR"
"04.01.2017 17:00 - 04.01.2017 18:00","37.79","EUR"
"04.01.2017 18:00 - 04.01.2017 19:00","37.45","EUR"
"04.01.2017 19:00 - 04.01.2017 20:00","37.44","EUR"
"04.01.2017 20:00 - 04.01.2017 21:00","36.93","EUR"
"04.01.2017 21:00 - 04.01.2017 22:00","33.02","EUR"
"04.01.2017 22:00 - 04.01.2017 23:00","32.33","EUR"
"04.01.2017 23:00 - 05.01.2017 00:00","29.86","EUR"
"05.01.2017 00:00 - 05.01.2017 01:00","23.44","EUR"
"05.01.2017 01:00 - 05.01.2017 02:00","23.11","EUR"
"05.01.2017 02:00 - 05.01.2017 03:00","23.04","EUR"
"05.01.2017 03:00 - 05.01.2017 04:00","23.04","EUR"
"05.01.2017 04:00 - 05.01.2017 05:00","24.37","EUR"
"05.01.2017 05:00 - 05.01.2017 06:00","26.91","EUR"
"05.01.2017 06:00 - 05.01.2017 07:00","29.96","EUR"
"05.01.2017 07:00 - 05.01.2017 08:00","31.69","EUR"
"05.01.2017 08:00 - 05.01.2017 09:00","36.87","EUR"
"05.01.2017 09:00 - 05.01.2017 10:00","42.04","EUR"
"05.01.2017 10:00 - 05.01.2017 11:00","43.04","EUR"
"05.01.2017 11:00 - 05.01.2017 12:00","44.54","EUR"
"05.01.2017 12:00 - 05.01.2017 13:00","44.56","EUR"
"05.01.2017 13:00 - 05.01.2017 14:00","44.66","EUR"
"05.01.2017 14:00 - 05.01.2017 15:00","44.99","EUR"
"05.01.2017 15:00 - 05.01.2017 16:00","44.95","EUR"
"05.01.2017 16:00 - 05.01.2017 17:00","49.86","EUR"
"05.01.2017 17:00 - 05.01.2017 18:00","68.95","EUR"
"05.01.2017 18:00 - 05.01.2017 19:00","50.02","EUR"
"05.01.2017 19:00 - 05.01.2017 20:00","49.70","EUR"
"05.01.2017 20:00 - 05.01.2017 21:00","44.89","EUR"
"05.01.2017 21:00 - 05.01.2017 22:00","42.05","EUR"
"05.01.2017 22:00 - 05.01.2017 23:00","36.76","EUR"
"05.01.2017 23:00 - 06.01.2017 00:00","34.64","EUR"
"06.01.2017 00:00 - 06.01.2017 01:00","31.25","EUR"
"06.01.2017 01:00 - 06.01.2017 02:00","30.98","EUR"
"06.01.2017 02:00 - 06.01.2017 03:00","30.97","EUR"
"06.01.2017 03:00 - 06.01.2017 04:00","31.22","EUR"
"06.01.2017 04:00 - 06.01.2017 05:00","31.38","EUR"
"06.01.2017 05:00 - 06.01.2017 06:00","31.32","EUR"
"06.01.2017 06:00 - 06.01.2017 07:00","22.80","EUR"
"06.01.2017 07:00 - 06.01.2017 08:00","25.12","EUR"
"06.01.2017 08:00 - 06.01.2017 09:00","28.65","EUR"
"06.01.2017 09:00 - 06.01.2017 10:00","34.05","EUR"
"06.01.2017 10:00 - 06.01.2017 11:00","34.55","EUR"
"06.01.2017 11:00 - 06.01.2017 12:00","34.58","EUR"
"06.01.2017 12:00 - 06.01.2017 13:00","34.92","EUR"
"06.01.2017 13:00 - 06.01.2017 14:00","38.82","EUR"
"06.01.2017 14:00 - 06.01.2017 15:00","35.49","EUR"
"06.01.2017 15:00 - 06.01.2017 16:00","36.24","EUR"
"06.01.2017 16:00 - 06.01.2017 17:00","40.74","EUR"
"06.01.2017 17:00 - 06.01.2017 18:00","41.89","EUR"
